item_id,title,tags,genres,specs,developer,publisher,release_year,sentiment
i_00108,Guardians of Middle-earth: The Company of Dwarves Bundle,Strategy|Action,Action|Strategy,Single-player|Multi-player|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Stats|Steam Leaderboards,Zombie Studios,Warner Bros. Interactive Entertainment,2013,
i_00109,Guardians of Middle-earth: The Warrior Bundle,Strategy|Action,Action|Strategy,Single-player|Multi-player|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Stats|Steam Leaderboards,Zombie Studios,Warner Bros. Interactive Entertainment,2013,
i_00110,Guardians of Middle-earth: The Striker Bundle,Strategy|Action,Action|Strategy,Single-player|Multi-player|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Stats|Steam Leaderboards,Zombie Studios,Warner Bros. Interactive Entertainment,2013,
i_00111,Guardians of Middle-earth: The Defender Bundle,Strategy|Action,Action|Strategy,Single-player|Multi-player|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Stats|Steam Leaderboards,Zombie Studios,Warner Bros. Interactive Entertainment,2013,
i_00112,Guardians of Middle-earth: The Tactician Bundle,Strategy|Action,Action|Strategy,Single-player|Multi-player|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Stats|Steam Leaderboards,Zombie Studios,Warner Bros. Interactive Entertainment,2013,
i_00113,Guardians of Middle-earth: The Enchanter Bundle,Strategy|Action,Action|Strategy,Single-player|Multi-player|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Stats|Steam Leaderboards,Zombie Studios,Warner Bros. Interactive Entertainment,2013,
i_00114,Shadowgrounds Survivor,Action|Sci-fi|Isometric|Shooter|Top-Down Shooter|Co-op|Local Co-Op|Top-Down|Singleplayer|Aliens,Action,Single-player|Shared/Split Screen|Steam Trading Cards|Includes level editor,Frozenbyte,Frozenbyte,2007,Mixed
i_00115,Avadon: The Black Fortress,RPG|Indie|Fantasy|Isometric|Turn-Based|Turn-Based Combat|Party-Based RPG|Grid-Based Movement|CRPG|Story Rich|2D|Singleplayer|Exploration|Female Protagonist|Strategy|Adventure|Retro,RPG|Indie,Single-player|Steam Achievements|Stats,Spiderweb Software,Spiderweb Software,2011,Very Positive
i_00116,Gumboy Tournament,Indie|Casual|Racing|Multiplayer|Platformer,Casual|Indie|Racing,Single-player|Multi-player,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",2008,Mostly Positive
i_00117,Space Trader: Merchant Marine,Action|FPS|Space|Indie|Trading|Strategy|Sci-fi|First-Person|Shooter|Casual,Action|Indie|Strategy,Single-player|Multi-player|Co-op|Steam Achievements,Meridian4,Meridian4,2008,Mixed
i_00118,Pacific Storm,Simulation|Strategy|World War II,Simulation|Strategy,Single-player|Multi-player|Steam Trading Cards,"Buka Entertainment,Lesta Studio",Buka Entertainment,2006,Mixed
i_00119,Pacific Storm Allies,Simulation|Strategy|World War II|Naval,Simulation|Strategy,Single-player|Multi-player|Steam Trading Cards,Lesta Studio,Buka Entertainment,2007,Mixed
i_00120,Penguins Arena: Sedna's World,Action|Casual|Indie|Multiplayer|FPS|Great Soundtrack|Shooter|Family Friendly|First-Person|Memes,Action|Casual|Indie,Single-player|Multi-player|Online Multi-Player|Steam Trading Cards,Frogames,Frogames,2008,Very Positive
i_00121,Monaco: What's Yours Is Mine,Co-op|Stealth|Indie|Heist|Local Co-Op|Strategy|Online Co-Op|Top-Down|Action|Multiplayer|Crime|Casual|Great Soundtrack|Adventure|Controller|Local Multiplayer|Pixel Graphics|2D|Loot|Singleplayer,Action|Adventure|Casual|Indie|Strategy,Single-player|Multi-player|Co-op|Shared/Split Screen|Cross-Platform Multiplayer|Steam Achievements|Full controller support|Steam Trading Cards|Steam Workshop|Steam Cloud|Steam Leaderboards|Includes level editor,Pocketwatch Games,Pocketwatch Games,2013,Very Positive
i_00122,The Binding of Isaac,Rogue-like|Indie|Replay Value|Difficult|Procedural Generation|Action|Dark|Top-Down|Great Soundtrack|Adventure|Singleplayer|Rogue-lite|RPG|Survival|2D|Perma Death|Dungeon Crawler|Bullet Hell|Atmospheric|Arena Shooter,Action|Adventure|Indie|RPG,Single-player|Steam Achievements|Steam Trading Cards,Edmund McMillen and Florian Himsl,Edmund McMillen,2011,Overwhelmingly Positive
i_00123,Binding of Isaac: Wrath of the Lamb,Indie|Action|Adventure|Rogue-like|RPG|Difficult|Singleplayer|Procedural Generation|Great Soundtrack|Replay Value|2D|Dungeon Crawler|Rogue-lite|Horror|Gore|Dark,Action|Adventure|RPG|Indie,Single-player|Downloadable Content,"Edmund McMillen, Florian Himsl","Edmund McMillen, Florian Himsl",2012,Overwhelmingly Positive
i_00124,Obulis,Puzzle|Casual|Indie|Physics|Singleplayer|Strategy|Atmospheric|Great Soundtrack,Casual|Indie,Single-player|Steam Achievements,IonFX,Meridian4,2009,Very Positive
i_00125,Larva Mortus,Action|Indie|Top-Down|Horror|Shooter|RPG|Zombies|Arcade|Top-Down Shooter|Singleplayer|2D|Casual|Atmospheric|Retro|Adventure,Action|Indie,Single-player|Steam Achievements,Meridian4,Meridian4,2009,Mostly Positive
i_00126,APB Reloaded,Free to Play|Open World|Action|Character Customization|Multiplayer|Massively Multiplayer|Third-Person Shooter|Shooter|PvP|Crime|Third Person|Co-op|Racing|Sandbox|FPS|Adventure|Hacking|Singleplayer|Nudity|Anime,Action|Free to Play|Massively Multiplayer,Multi-player|MMO|Steam Achievements,Reloaded Productions,Reloaded Games,2011,Mixed
i_00127,Fallen Earth - Survivalist Package,Massively Multiplayer|Action|Adventure|RPG|Free to Play|Post-apocalyptic|Survival,Action|Adventure|Free to Play|Massively Multiplayer|RPG,Downloadable Content,Reloaded Productions,Gamersfirst,2012,Mostly Positive
i_00128,APB Reloaded Urban Survival Pack,Free to Play|Action|Massively Multiplayer,Action|Free to Play|Massively Multiplayer,Multi-player|MMO|Downloadable Content|Steam Achievements,Reloaded Productions,Gamersfirst,2012,Positive
i_00129,Fallen Earth Free2Play,Free to Play|Survival|Multiplayer|Open World|Post-apocalyptic|Zombies|Massively Multiplayer|Crafting|RPG|Shooter|Adventure|FPS|Sandbox|Co-op|First-Person|Action|Singleplayer|MMORPG|Third-Person Shooter|Action RPG,Free to Play|Massively Multiplayer|RPG,Multi-player|MMO|Co-op|Steam Achievements,Reloaded Productions,Gamersfirst,2011,Mixed
i_00130,Chains,Indie|Puzzle|Physics|Casual|Singleplayer|2D|Great Soundtrack|Retro|Atmospheric,Indie,Single-player,2DEngine.com,Meridian4,2008,Mostly Positive
i_00131,Nikopol: Secrets of the Immortals,Adventure|Point & Click|Indie|Sci-fi|Cyberpunk|Horror|First-Person|Atmospheric|Dystopian|Singleplayer|Short|Story Rich,Adventure|Indie,Single-player,,Meridian4,2008,Mixed
i_00132,Crash Time 2,Racing|Action|Open World|Singleplayer|Driving|Local Multiplayer|Simulation|Split Screen|Adventure,Action|Racing,Single-player,,Meridian4,2009,Mixed
i_00133,Overlord™,RPG|Villain Protagonist|Third Person|Action|Comedy|Fantasy|Adventure|Funny|Singleplayer|Dark Humor|Action-Adventure|Strategy|Action RPG|Atmospheric|Puzzle|RTS|Open World|Hack and Slash|Multiplayer|Story Rich,RPG,Single-player|Partial Controller Support,"Triumph Studios,Virtual Programming",Codemasters,2007,Very Positive
i_00134,Soldiers: Heroes of World War II,Strategy|World War II|RTS,Strategy,Single-player|Multi-player|Co-op,Best Way,1C Company,2004,Mostly Positive
i_00135,Costume Quest,RPG|Adventure|Comedy|Casual|Singleplayer|Family Friendly|Turn-Based|Cute|Indie|Short|Female Protagonist|Turn-Based Strategy|Funny|Puzzle|Turn-Based Combat|Controller|JRPG|Fantasy|Quick-Time Events,Adventure|Casual|RPG,Single-player|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Cloud,Double Fine Productions,Double Fine Productions,2011,Overwhelmingly Positive
i_00136,Stacking,Adventure|Puzzle|Indie|Comedy|Third Person|Singleplayer|Short|Exploration|Funny|Family Friendly|Casual|Atmospheric|Cute|Steampunk,Adventure|Indie,Single-player|Partial Controller Support,Double Fine Productions,Double Fine Productions,2012,Very Positive
i_00137,Iron Brigade,Tower Defense|Action|Mechs|Strategy|Co-op|Third-Person Shooter|Funny|Comedy|Online Co-Op,Action|Strategy,Single-player|Multi-player|Co-op|Steam Achievements|Full controller support|Captions available|Steam Cloud|Steam Leaderboards,Double Fine Productions,Double Fine Productions,2012,Very Positive
i_00138,Cossacks II: Napoleonic Wars,Strategy|RTS|Historical,Strategy,Single-player,GSC Game World,GSC World Publishing,2005,Mixed
i_00139,American Conquest,Strategy|RTS|Historical,Strategy,Single-player,GSC Game World,GSC World Publishing,2003,Mixed
i_00140,American Conquest: Fight Back,Strategy|RTS|Historical,Strategy,Single-player,GSC Game World,GSC World Publishing,2003,Mostly Positive
i_00141,Call of Duty®: Modern Warfare® 3,Action|FPS|Multiplayer|Shooter|First-Person|War|Singleplayer|Online Co-Op|Military|Co-op|Casual|Story Rich|Survival|Point & Click|Linear|Adventure|Controller|Family Friendly|Zombies|Massively Multiplayer,Action,Single-player|Multi-player|Co-op|Steam Achievements|Steam Cloud|Valve Anti-Cheat enabled,"Infinity Ward,Sledgehammer Games,Aspyr (Mac)","Activision, Aspyr (Mac)",2011,Very Positive
i_00142,Prototype 2,Action|Open World|Gore|Adventure|Third Person|Violent|Singleplayer|Superhero|Parkour|Zombies|Hack and Slash|Sandbox|Sci-fi|Story Rich|RPG|Multiplayer|Stealth|Atmospheric|Horror|Co-op,Action|Adventure,Single-player|Steam Achievements|Steam Cloud|Stats|Steam Leaderboards,Radical Entertainment,Activision,2012,Mixed
i_00143,Prototype 2 RADNET Access Pack,Action|Open World,Action,Single-player|Downloadable Content,Radical Entertainment,Activision,2012,Mixed
i_00144,Maelstrom: The Battle for Earth Begins,Strategy|RTS,Strategy,Single-player,KDV Games,Codemasters,2007,Mixed
i_00145,Owlboy,Pixel Graphics|Great Soundtrack|Indie|Adventure|2D|Platformer|Metroidvania|Story Rich|Fantasy|Atmospheric|Action|Puzzle-Platformer|Singleplayer|Action-Adventure|Retro|Flight|Funny|Open World|Cute|RPG,Action|Adventure|Indie,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,D-Pad Studio,D-Pad Studio,2016,Very Positive
i_00146,Hospital Tycoon,Simulation|Management|Singleplayer,Simulation,Single-player,Deep Red Limited,Codemasters,2007,Mixed
i_00147,Dragon Nest,Free to Play|Action|RPG|Anime|Massively Multiplayer|MMORPG|Fantasy|Hack and Slash|Adventure|Dragons|Multiplayer|Dungeon Crawler,Action|Free to Play|Massively Multiplayer|RPG,Single-player|Multi-player|MMO|Co-op,Eyedentity Games Inc.,Eyedentity Games Inc.,2012,Mostly Positive
i_00148,Super Toy Cars,Racing|Indie|Multiplayer|Local Multiplayer|Arcade,Indie|Racing,Single-player|Multi-player|Shared/Split Screen|Steam Achievements|Steam Trading Cards|Steam Workshop|Partial Controller Support|Steam Cloud|Stats|Steam Leaderboards|Includes level editor,Eclipse Games,Eclipse Games,2014,Mostly Positive
i_00149,Lightfish,Indie|Action|Casual|Puzzle|Arcade,Action|Indie,Single-player|Steam Achievements|Full controller support|Steam Leaderboards,Eclipse Games,,2011,Positive
i_00150,LUMINES™,Casual|Puzzle|Music,Casual,Single-player,Q Entertainment Inc.,Q Entertainment Inc.,2008,Positive
i_00151,LUMINES™ Advance Pack,,Casual,Single-player,Q Entertainment Inc.,Q Entertainment Inc.,2008,9 user reviews
i_00152,Red Orchestra: Ostfront 41-45,Action|World War II|FPS|Realistic|Multiplayer|Shooter|Tactical|Singleplayer|Military|Simulation|Historical|War|Team-Based|Classic|Strategy|Atmospheric,Action,Multi-player|Steam Achievements|Valve Anti-Cheat enabled,Tripwire Interactive,Tripwire Interactive,2006,Very Positive
i_00153,Grand Theft Auto III,Open World|Action|Classic|Third Person|Singleplayer|Sandbox|Crime|Driving|Shooter|Adventure|Third-Person Shooter|Atmospheric|Great Soundtrack|Violent|Silent Protagonist|Mature|Story Rich|Multiplayer|Moddable|Satire,Action,Single-player|Partial Controller Support,Rockstar Games,Rockstar Games,2002,Very Positive
i_00154,Grand Theft Auto: Vice City,Open World|Action|1980s|Classic|Great Soundtrack|Third Person|Singleplayer|Crime|Sandbox|Atmospheric|Driving|Adventure|Third-Person Shooter|Shooter|Violent|Music|Mature|Multiplayer|Funny|Moddable,Action,Single-player|Partial Controller Support,Rockstar Games,Rockstar Games,2003,Very Positive
i_00155,Grand Theft Auto: San Andreas,Open World|Action|Multiplayer|Crime|Third Person|Classic|Singleplayer|Shooter|Driving|Sandbox|Adventure|Story Rich|Third-Person Shooter|Great Soundtrack|Mature|Atmospheric|Moddable|Funny|Comedy|RPG,Action,Single-player,Rockstar Games,Rockstar Games,2005,Very Positive
i_00156,Manhunt,Gore|Stealth|Action|Horror|Violent|Singleplayer|Psychological Horror|Survival Horror|Atmospheric|Dark|Great Soundtrack|Third Person|Survival|Classic|Mature,Action,Single-player,Rockstar North,Rockstar Games,2004,Mixed
i_00157,Max Payne,Noir|Action|Classic|Third-Person Shooter|Story Rich|Bullet Time|Atmospheric|Dark|Third Person|Shooter|Singleplayer|Great Soundtrack|Linear|Detective|Cinematic|Adventure|Violent|Crime|Horror|Psychological Horror,Action,Single-player,Remedy Entertainment,Rockstar Games,2001,Very Positive
i_00158,Max Payne 2: The Fall of Max Payne,Noir|Action|Third-Person Shooter|Classic|Bullet Time|Story Rich|Atmospheric|Shooter|Third Person|Singleplayer|Dark|Great Soundtrack|Cinematic|Adventure|Crime|Nudity|Detective,Action,Single-player,Remedy Entertainment,Rockstar Games,2003,Very Positive
i_00159,Midnight Club 2,Racing|Open World|Great Soundtrack|Arcade|Classic|Multiplayer|Singleplayer|Sandbox,Racing,Single-player|Multi-player,Rockstar San Diego,Rockstar Games,2003,Very Positive
i_00160,Grand Theft Auto,Action|Classic|Open World|Singleplayer|2D|Adventure|Top-Down|1990's,Action,Single-player,Rockstar North,Rockstar Games,1998,Very Positive
i_00161,Grand Theft Auto 2,Action|Classic|Open World|Singleplayer|Shooter|Free to Play|2D|Crime|Adventure|Violent|Gore,Action,Single-player,Rockstar North,Rockstar Games,1999,Very Positive
i_00162,Bully: Scholarship Edition,Open World|Action|Adventure|Third Person|Comedy|Singleplayer|Great Soundtrack|Funny|Classic|Sandbox|Dark Humor|Satire|Story Rich|Atmospheric|Exploration|Simulation|Controller|Mature|Multiplayer|First-Person,Action|Adventure,Single-player|Partial Controller Support,Rockstar New England,Rockstar Games,2008,Very Positive
i_00163,Grand Theft Auto: Episodes from Liberty City,Open World|Action|Third Person|Multiplayer|Adventure|Shooter|Crime|Sandbox|Singleplayer|Driving|Third-Person Shooter|Great Soundtrack|Mature|Nudity|Racing|Moddable|Story Rich|Comedy|Atmospheric|Funny,Action,Single-player|Multi-player,Rockstar North / Toronto,Rockstar Games,2010,Mostly Positive
i_00164,Mare Nostrum,Action|World War II|FPS|Mod|Multiplayer|Free to Play|Realistic,Action,Multi-player|Mods|Steam Achievements,Sandstorm Productions,Tripwire Interactive,2008,Very Positive
i_00165,Culpa Innata,Adventure|Sci-fi|RPG|Casual|Female Protagonist|Point & Click|Cyberpunk|Dystopian,RPG|Casual|Adventure,Single-player,Momentum Digital Media Technologies,Strategy First,2007,Very Positive
i_00166,Sacred Gold,RPG|Action|Hack and Slash|Open World|Fantasy|Classic|Action RPG|Singleplayer|Isometric|Co-op|Adventure|Multiplayer|Atmospheric|Story Rich|Female Protagonist,Action|RPG,Single-player,Ascaron Entertainment ltd.,Strategy First,2006,Very Positive
i_00167,Darkstar One,Action|Space|Sci-fi|Space Sim|Simulation|RPG|Open World|Exploration,Action,Single-player,Ascaron Entertainment ltd.,Strategy First,2006,Very Positive
i_00168,Jack Keane,Adventure|Point & Click|Comedy,Adventure,Single-player|Steam Trading Cards,Deck13,Deck13,2008,Mixed
i_00169,FlatOut: Ultimate Carnage,Racing|Destruction|Multiplayer|Arcade|Action|Singleplayer|Physics|Great Soundtrack|Driving,Racing,Single-player|Multi-player,Bugbear Entertainment,Strategy First,2008,Very Positive
i_00170,Exodus from the Earth,Action|FPS|Shooter,Action,Single-player|Multi-player|Partial Controller Support,Parallax Arts Studio,Strategy First,2008,Mixed
i_00171,Perimeter 2: New Earth,Strategy|RTS,Strategy,Single-player|Multi-player,KDV Games,Strategy First,2009,Mostly Negative
i_00172,SlamIt Pinball Big Score,Casual|Pinball,Casual,Single-player,Technetium Games,Kalypso Media Digital,2009,Mostly Negative
i_00173,Ankh 2: Heart of Osiris,Adventure|Point & Click|Comedy,Adventure,Single-player,Deck 13,Strategy First,2007,Mixed
i_00174,Ankh 3: Battle of the Gods,Adventure|Point & Click,Adventure,Single-player,Deck 13,Strategy First,2009,Mixed
i_00175,BC Kings,Strategy|RTS,Strategy,Single-player|Multi-player,Mascot Entertainment,Strategy First,2008,Mixed
i_00176,Port Royale 2,Strategy|Trading|Pirates|Economy|Historical|Naval,Strategy,Single-player,Ascaron Entertainment ltd.,Strategy First,2004,Mixed
i_00177,9th Company: Roots Of Terror,Strategy|RTS|Military|Cold War|War,Strategy,Single-player,"Noviy Disk,Lesta Studios Inc",Strategy First,2009,Mixed
i_00178,Killing Floor,FPS|Zombies|Co-op|Survival|Action|Multiplayer|Horror|Online Co-Op|Shooter|Gore|Team-Based|First-Person|Moddable|Survival Horror|Great Soundtrack|Singleplayer|Class-Based|Difficult|Comedy|Adventure,Action,Single-player|Multi-player|Co-op|Cross-Platform Multiplayer|Steam Achievements|Steam Trading Cards|Steam Workshop|Valve Anti-Cheat enabled|Stats|Includes level editor,Tripwire Interactive,Tripwire Interactive,2009,Overwhelmingly Positive
i_00179,PuzzleQuest: Challenge of the Warlords,Puzzle|Casual|Match 3|RPG|Fantasy|2D|Strategy|Singleplayer|Anime|Indie|Touch-Friendly,Casual,Single-player|Multi-player|Steam Cloud,Infinite Interactive,"D3Publisher of America, Inc.",2007,Very Positive
i_00180,Prison Tycoon 3™: Lockdown,Strategy|Simulation,Strategy,Single-player,"Gamebryo,Virtual Playground","ValuSoft, Retroism",2007,Very Negative
i_00181,18 Wheels of Steel: American Long Haul,Simulation|Racing|Driving|Open World,Racing,Single-player,SCS Software,"ValuSoft, Retroism",2007,Mostly Positive
i_00182,Hunting Unlimited™ 2008,Action|Adventure|Strategy|Hunting,Action|Adventure|Strategy,Single-player,SCS Software,"ValuSoft, Retroism",2007,Mostly Positive
